"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"Ireland","Alternative (total)","Passenger cars","Number","2014","19410"
"Ireland","Alternative (total)","Passenger cars","Number","2015","21800"
"Ireland","Alternative (total)","Passenger cars","Number","2016","26220"
"Ireland","Alternative (total)","Passenger cars","Number","2017","12050"
"Ireland","Alternative (total)","Passenger cars","Number","2018","13560"
"Ireland","Alternative (total)","Passenger cars","Number","2019","17230"
"Ireland","Alternative (total)","Passenger cars","Number","2020","21120"
"Ireland","Alternative (total)","Passenger cars","Number","2021","30010"
"Ireland","Alternative (total)","Passenger cars","Number","2022","46580"
"Israel","Petrol","Passenger cars","Number","2018","2693453"
"Israel","Petrol","Passenger cars","Number","2019","2900139"
"Israel","Petrol","Passenger cars","Number","2020","2971744"
"Israel","Diesel","Passenger cars","Number","2018","169183"
"Israel","Diesel","Passenger cars","Number","2020","202324"
"Israel","Alternative (total)","Passenger cars","","2020","21485"
"Italy","Petrol","Passenger cars","Number","1995","25769000"
"Italy","Petrol","Passenger cars","Number","1996","25556000"
"Italy","Petrol","Passenger cars","Number","1997","25740000"
"Italy","Petrol","Passenger cars","Number","1998","26268000"
"Italy","Petrol","Passenger cars","Number","1999","26387000"
"Italy","Petrol","Passenger cars","Number","2000","26195000"
"Italy","Petrol","Passenger cars","Number","2001","26074000"
"Italy","Petrol","Passenger cars","Number","2002","25759000"
"Italy","Petrol","Passenger cars","Number","2003","25522000"
"Italy","Petrol","Passenger cars","Number","2004","24100000"
"Italy","Petrol","Passenger cars","Number","2005","23525000"
"Italy","Petrol","Passenger cars","Number","2006","22914000"
"Italy","Petrol","Passenger cars","Number","2007","22180000"
"Italy","Petrol","Passenger cars","Number","2008","21653000"
"Italy","Petrol","Passenger cars","Number","2009","20911000"
"Italy","Petrol","Passenger cars","Number","2010","20430000"
"Italy","Petrol","Passenger cars","Number","2011","20163000"
"Italy","Petrol","Passenger cars","Number","2012","19744000"
"Italy","Petrol","Passenger cars","Number","2013","19304000"
"Italy","Petrol","Passenger cars","Number","2014","18955087"
"Italy","Petrol","Passenger cars","Number","2015","18650786"
"Italy","Petrol","Passenger cars","Number","2016","18477538"
"Italy","Petrol","Passenger cars","Number","2017","18370650"
"Italy","Petrol","Passenger cars","Number","2018","18323181"
"Italy","Petrol","Passenger cars","Number","2019","18490547"
"Italy","Petrol","Passenger cars","Number","2020","18574363"
"Italy","Petrol","Passenger cars","Number","2021","18733662"
"Italy","Petrol","Passenger cars","Number","2022","19075917"
"Italy","Diesel","Passenger cars","Number","1995","3099000"
"Italy","Diesel","Passenger cars","Number","1996","3194000"
"Italy","Diesel","Passenger cars","Number","1997","3381000"
"Italy","Diesel","Passenger cars","Number","1998","3748000"
"Italy","Diesel","Passenger cars","Number","1999","4132000"
"Italy","Diesel","Passenger cars","Number","2000","4798000"
"Italy","Diesel","Passenger cars","Number","2001","5542000"
"Italy","Diesel","Passenger cars","Number","2002","6404000"
"Italy","Diesel","Passenger cars","Number","2003","7433000"
"Italy","Diesel","Passenger cars","Number","2004","8572000"
"Italy","Diesel","Passenger cars","Number","2005","9811000"
"Italy","Diesel","Passenger cars","Number","2006","11007000"
"Italy","Diesel","Passenger cars","Number","2007","12065000"
"Italy","Diesel","Passenger cars","Number","2008","12808000"
"Italy","Diesel","Passenger cars","Number","2009","13366000"
"Italy","Diesel","Passenger cars","Number","2010","13900000"
"Italy","Diesel","Passenger cars","Number","2011","14485000"
"Italy","Diesel","Passenger cars","Number","2012","14744000"
"Italy","Diesel","Passenger cars","Number","2013","14932000"
"Italy","Diesel","Passenger cars","Number","2014","15240069"
"Italy","Diesel","Passenger cars","Number","2015","15669276"
"Italy","Diesel","Passenger cars","Number","2016","16263957"
"Italy","Diesel","Passenger cars","Number","2017","16900141"
"Italy","Diesel","Passenger cars","Number","2018","17321593"
"Italy","Diesel","Passenger cars","Number","2019","17486135"
"Italy","Diesel","Passenger cars","Number","2020","17426703"
"Italy","Diesel","Passenger cars","Number","2021","17197765"
"Italy","Diesel","Passenger cars","Number","2022","17100357"
"Italy","Alternative (total)","Passenger cars","Number","1996","1720000"
"Italy","Alternative (total)","Passenger cars","Number","1997","1626000"
"Italy","Alternative (total)","Passenger cars","Number","1998","1556000"
"Italy","Alternative (total)","Passenger cars","Number","1999","1521000"
"Italy","Alternative (total)","Passenger cars","Number","2000","1592000"
"Italy","Alternative (total)","Passenger cars","Number","2001","1623000"
"Italy","Alternative (total)","Passenger cars","Number","2002","1544000"
"Italy","Alternative (total)","Passenger cars","Number","2003","1356000"
"Italy","Alternative (total)","Passenger cars","Number","2004","1301000"
"Italy","Alternative (total)","Passenger cars","Number","2005","1331000"
"Italy","Alternative (total)","Passenger cars","Number","2006","1377000"
"Italy","Alternative (total)","Passenger cars","Number","2007","1434000"
"Italy","Alternative (total)","Passenger cars","Number","2008","1644000"
"Italy","Alternative (total)","Passenger cars","Number","2009","2095000"
"Italy","Alternative (total)","Passenger cars","Number","2010","2422000"
"Italy","Alternative (total)","Passenger cars","Number","2011","2465000"
"Italy","Alternative (total)","Passenger cars","Number","2012","2590000"
"Italy","Alternative (total)","Passenger cars","Number","2013","2769000"
"Italy","Alternative (total)","Passenger cars","Number","2014","2885597"
"Italy","Alternative (total)","Passenger cars","Number","2015","3031171"
"Italy","Alternative (total)","Passenger cars","Number","2016","3134643"
"Italy","Alternative (total)","Passenger cars","Number","2017","3249530"
"Italy","Alternative (total)","Passenger cars","Number","2018","3373396"
"Italy","Alternative (total)","Passenger cars","Number","2019","3568550"
"Italy","Alternative (total)","Passenger cars","Number","2020","3716808"
"Italy","Alternative (total)","Passenger cars","Number","2021","3891296"
"Italy","Alternative (total)","Passenger cars","Number","2022","4036762"
"Kazakhstan","Petrol","Passenger cars","Number","1999","33391"
"Kazakhstan","Petrol","Passenger cars","Number","2000","35689"
"Kazakhstan","Petrol","Passenger cars","Number","2001","40911"
"Kazakhstan","Petrol","Passenger cars","Number","2002","46131"
"Kazakhstan","Petrol","Passenger cars","Number","2003","50268"
"Kazakhstan","Petrol","Passenger cars","Number","2011","3513100"
"Kazakhstan","Petrol","Passenger cars","Number","2012","3580800"
"Kazakhstan","Petrol","Passenger cars","Number","2013","3613500"
"Kazakhstan","Petrol","Passenger cars","Number","2014","3846116"
"Kazakhstan","Petrol","Passenger cars","Number","2015","3667017"
"Kazakhstan","Petrol","Passenger cars","Number","2016","3603175"
"Kazakhstan","Petrol","Passenger cars","Number","2017","3555485"
"Kazakhstan","Petrol","Passenger cars","Number","2018","3455517"
"Kazakhstan","Petrol","Passenger cars","Number","2019","3362957"
"Kazakhstan","Diesel","Passenger cars","Number","1999","427"
"Kazakhstan","Diesel","Passenger cars","Number","2000","748"
"Kazakhstan","Diesel","Passenger cars","Number","2001","835"
"Kazakhstan","Diesel","Passenger cars","Number","2002","890"
"Kazakhstan","Diesel","Passenger cars","Number","2003","1516"
"Kazakhstan","Diesel","Passenger cars","Number","2011","24600"
"Kazakhstan","Diesel","Passenger cars","Number","2012","31300"
"Kazakhstan","Diesel","Passenger cars","Number","2013","32200"
"Kazakhstan","Diesel","Passenger cars","Number","2014","45945"
"Kazakhstan","Diesel","Passenger cars","Number","2015","49257"
"Kazakhstan","Diesel","Passenger cars","Number","2016","53148"
"Kazakhstan","Diesel","Passenger cars","Number","2017","58273"
"Kazakhstan","Diesel","Passenger cars","Number","2018","86840"
"Kazakhstan","Diesel","Passenger cars","Number","2019","74226"
"Kazakhstan","Alternative (total)","Passenger cars","Number","1999","429"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2000","554"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2001","988"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2002","1220"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2003","1490"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2011","16100"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2012","30800"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2013","32400"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2014","49431"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2015","72020"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2016","121739"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2017","173583"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2018","240555"
"Kazakhstan","Alternative (total)","Passenger cars","Number","2019","280509"
"Latvia","Petrol","Passenger cars","Number","1993","203600"
"Latvia","Petrol","Passenger cars","Number","1994","247400"
"Latvia","Petrol","Passenger cars","Number","1995","325000"
"Latvia","Petrol","Passenger cars","Number","1996","368012"
"Latvia","Petrol","Passenger cars","Number","1997","409127"
"Latvia","Petrol","Passenger cars","Number","1998","449000"
"Latvia","Petrol","Passenger cars","Number","1999","485000"
"Latvia","Petrol","Passenger cars","Number","2000","506900"
"Latvia","Petrol","Passenger cars","Number","2001","525100"
"Latvia","Petrol","Passenger cars","Number","2002","544200"
"Latvia","Petrol","Passenger cars","Number","2003","557700"
"Latvia","Petrol","Passenger cars","Number","2004","576600"
"Latvia","Petrol","Passenger cars","Number","2005","610800"
"Latvia","Petrol","Passenger cars","Number","2006","655160"
"Latvia","Petrol","Passenger cars","Number","2007","696750"
"Latvia","Petrol","Passenger cars","Number","2008","705970"
"Latvia","Petrol","Passenger cars","Number","2009","676980"
"Latvia","Petrol","Passenger cars","Number","2010","426590"
"Latvia","Petrol","Passenger cars","Number","2011","391230"
"Latvia","Petrol","Passenger cars","Number","2012","373850"
"Latvia","Petrol","Passenger cars","Number","2013","361600"
"Latvia","Petrol","Passenger cars","Number","2014","300128"
"Latvia","Petrol","Passenger cars","Number","2015","287301"
"Latvia","Petrol","Passenger cars","Number","2016","256406"
"Latvia","Petrol","Passenger cars","Number","2017","248982"
"Latvia","Petrol","Passenger cars","Number","2018","238290"
"Latvia","Petrol","Passenger cars","Number","2019","230617"
"Latvia","Petrol","Passenger cars","Number","2020","224183"
"Latvia","Petrol","Passenger cars","Number","2021","221636"
"Latvia","Petrol","Passenger cars","Number","2022","219377"
"Latvia","Diesel","Passenger cars","Number","1993","3500"
"Latvia","Diesel","Passenger cars","Number","1994","4000"
"Latvia","Diesel","Passenger cars","Number","1995","7000"
"Latvia","Diesel","Passenger cars","Number","1996","11716"
"Latvia","Diesel","Passenger cars","Number","1997","22397"
"Latvia","Diesel","Passenger cars","Number","1998","34000"
"Latvia","Diesel","Passenger cars","Number","1999","41000"
"Latvia","Diesel","Passenger cars","Number","2000","49700"
"Latvia","Diesel","Passenger cars","Number","2001","61000"
"Latvia","Diesel","Passenger cars","Number","2002","74800"
"Latvia","Diesel","Passenger cars","Number","2003","91100"
"Latvia","Diesel","Passenger cars","Number","2004","109400"
"Latvia","Diesel","Passenger cars","Number","2005","131600"
"Latvia","Diesel","Passenger cars","Number","2006","166790"
"Latvia","Diesel","Passenger cars","Number","2007","208070"
"Latvia","Diesel","Passenger cars","Number","2008","226810"
"Latvia","Diesel","Passenger cars","Number","2009","227280"
"Latvia","Diesel","Passenger cars","Number","2010","210070"
"Latvia","Diesel","Passenger cars","Number","2011","221090"
"Latvia","Diesel","Passenger cars","Number","2012","244410"
"Latvia","Diesel","Passenger cars","Number","2013","272980"
"Latvia","Diesel","Passenger cars","Number","2014","305612"
"Latvia","Diesel","Passenger cars","Number","2015","337453"
"Latvia","Diesel","Passenger cars","Number","2016","355043"
"Latvia","Diesel","Passenger cars","Number","2017","387996"
"Latvia","Diesel","Passenger cars","Number","2018","418232"
"Latvia","Diesel","Passenger cars","Number","2019","447491"
"Latvia","Diesel","Passenger cars","Number","2020","468180"
"Latvia","Diesel","Passenger cars","Number","2021","492545"
"Latvia","Diesel","Passenger cars","Number","2022","506827"
"Latvia","Alternative (total)","Passenger cars","Number","1993","200"
"Latvia","Alternative (total)","Passenger cars","Number","1994","200"
"Latvia","Alternative (total)","Passenger cars","Number","1995","0"
"Latvia","Alternative (total)","Passenger cars","Number","1996","167"
"Latvia","Alternative (total)","Passenger cars","Number","1997","100"
"Latvia","Alternative (total)","Passenger cars","Number","1998","0"
"Latvia","Alternative (total)","Passenger cars","Number","1999","0"
